Nodes,Groups,Reduction
32,1,0
4,1,0
16,1,0
8,1,0
4,1,0
4,4,0
4,1,0
4,1,0
8,1,0
8,3,11.11
8,1,0
8,1,0
4,1,0
16,1,0
4,2,0
4,3,16.66
4,3,0
8,1,0
8,2,13.33
16,1,0
256,6,29.12
16,1,0
16,8,23.33
4,1,0
256,6,29.12
4,1,0
16,2,5.71
4,1,0
8,1,0
32,3,4.00
4,1,0
4,1,0
8,7,7.14
8,3,12.50
4,1,0
4,2,0
4,1,0
4,1,0
8,2,15.38
32,1,0
8,5,9.09
32,3,20.00
8,4,16.66
4,1,0
4,3,16.66
8,1,0
4,1,0
16,1,0
4,2,0
4,1,0
4,1,0
4,2,0
4,1,0
8,2,13.33
8,1,0
8,2,15.38
4,1,0
4,2,16.66
4,4,0
8,1,0
16,1,0
4,1,0
4,1,0
16,2,13.33
4,1,0
4,1,0
32,1,0
8,1,0
16,2,13.33
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,4,0
8,1,0
16,8,9.09
4,1,0
16,3,18.96
8,1,0
32,1,0
4,1,0
8,1,0
32,2,-18.18
32,2,-18.18
4,1,0
4,1,0
16,1,0
4,1,0
8,2,15.38
8,1,0
4,1,0
16,1,0
4,1,0
16,5,11.42
8,1,0
16,1,0
16,1,0
4,1,0
32,1,0
4,2,0
4,2,0
64,1,0
8,1,0
4,1,0
8,2,13.33
128,5,17.15
4,2,0
4,1,0
32,1,0
4,4,0
8,1,0
16,1,0
16,2,10.81
16,1,0
16,1,0
4,1,0
32,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
8,2,13.33
8,2,13.33
4,1,0
4,1,0
4,4,0
4,1,0
4,1,0
8,1,0
4,1,0
8,1,0
16,2,-27.27
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
8,2,12.50
4,1,0
4,1,0
16,2,15.15
8,1,0
256,9,9.32
4,1,0
4,1,0
64,2,-65.95
128,3,12.41
16,2,8.33
4,1,0
4,1,0
256,8,16.78
16,1,0
4,1,0
8,1,0
4,1,0
8,1,0
4,2,0
16,2,12.50
4,1,0
16,2,13.15
4,1,0
4,1,0
32,1,0
16,1,0
16,1,0
4,1,0
16,1,0
8,2,-10.00
4,1,0
32,2,0
8,2,12.50
4,1,0
4,1,0
16,5,19.11
4,1,0
8,7,7.14
16,7,10.52
4,1,0
4,1,0
4,1,0
256,7,22.88
256,6,24.28
4,1,0
8,1,0
8,3,18.18
8,4,16.66
16,4,0
16,2,10.81
4,2,16.66
8,1,0
4,2,0
4,3,0
8,2,-10.00
4,1,0
4,1,0
8,4,16.66
4,2,0
8,1,0
8,2,14.28
8,2,15.38
8,1,0
8,1,0
8,4,16.66
4,2,16.66
8,5,8.33
8,3,18.18
64,2,4.96
4,1,0
16,2,8.33
512,12,23.01
8,2,0
8,5,0
8,2,13.33
8,7,0
4,1,0
16,4,22.05
8,1,0
8,1,0
4,1,0
16,3,0
4,1,0
8,1,0
4,1,0
8,1,0
8,6,0
16,2,10.81
8,1,0
4,3,16.66
4,2,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,2,0
8,1,0
16,2,12.12
16,2,12.12
16,2,15.15
32,3,16.94
8,2,13.33
8,4,21.42
8,3,18.18
4,1,0
4,1,0
8,2,-10.00
4,2,0
8,3,20.00
4,1,0
4,1,0
16,4,14.28
16,3,18.96
8,2,13.33
4,1,0
16,4,0
16,3,11.62
4,1,0
16,4,-25.00
4,1,0
4,2,16.66
8,2,-10.00
32,8,17.46
8,1,0
8,4,21.42
4,1,0
32,8,15.57
4,2,16.66
16,1,0
4,1,0
8,1,0
4,1,0
4,1,0
8,1,0
16,1,0
8,1,0
4,1,0
4,1,0
8,1,0
4,2,0
8,1,0
4,2,0
8,1,0
16,1,0
8,1,0
16,1,0
16,2,12.12
8,1,0
8,1,0
4,1,0
32,1,0
32,1,0
32,2,11.59
16,1,0
8,1,0
16,1,0
8,1,0
4,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
16,1,0
8,1,0
8,1,0
16,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
16,1,0
4,1,0
4,1,0
16,1,0
4,1,0
8,1,0
4,1,0
16,1,0
8,2,0
8,1,0
4,1,0
8,1,0
8,1,0
16,2,11.11
4,1,0
4,1,0
8,2,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
8,1,0
4,1,0
4,1,0
16,1,0
8,2,0
8,1,0
16,1,0
4,1,0
4,1,0
8,1,0
512,7,11.03
512,7,16.98
64,2,4.96
64,3,9.05
64,2,0
16,2,11.11
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
8,1,0
16,1,0
4,1,0
16,1,0
8,1,0
4,1,0
32,2,0
8,1,0
4,1,0
4,1,0
4,1,0
256,7,8.92
8,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
8,1,0
8,1,0
16,1,0
8,1,0
4,1,0
128,3,17.54
32,2,8.21
4,1,0
4,1,0
16,2,11.11
8,1,0
16,1,0
8,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
16,2,-27.27
16,1,0
4,1,0
4,2,16.66
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
8,1,0
4,1,0
16,2,12.50
4,1,0
4,1,0
8,1,0
32,1,0
64,13,18.63
16,2,13.33
8,2,15.38
256,8,20.65
256,21,17.98
8,3,13.33
4,2,0
4,1,0
32,1,0
4,1,0
64,3,17.22
4,1,0
8,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
4,1,0
128,6,23.41
16,2,5.71
8,1,0
16,1,0
4,1,0
32,2,0
16,1,0
8,1,0
8,1,0
16,1,0
4,1,0
4,1,0
8,1,0
4,1,0
8,1,0
8,2,15.38
8,1,0
8,1,0
8,1,0
4,1,0
8,1,0
16,1,0
32,3,15.38
8,1,0
16,1,0
8,1,0
8,1,0
32,3,15.53
4,1,0
4,1,0
8,1,0
32,2,10.12
16,2,15.15
32,2,-7.69
4,1,0
4,1,0
32,4,20.96
32,9,15.83
4,1,0
4,1,0
16,2,12.12
8,1,0
8,2,15.38
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
256,9,21.90
8,1,0
16,11,13.33
16,1,0
4,1,0
8,3,11.11
8,3,18.18
8,1,0
4,1,0
4,1,0
16,9,12.00
4,1,0
16,3,8.33
32,6,24.13
4,2,0
16,3,16.66
16,3,13.72
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,2,0
4,1,0
4,1,0
128,13,21.63
8,3,0
8,1,0
4,1,0
32,11,9.85
16,1,0
16,1,0
8,1,0
4,1,0
4,1,0
32,4,14.70
8,2,0
8,1,0
4,1,0
4,1,0
4,2,16.66
4,1,0
4,1,0
8,1,0
4,2,0
32,1,0
128,5,22.20
32,3,18.33
32,5,16.86
4,1,0
8,3,-10.00
8,5,0
8,5,10.00
8,3,18.18
8,2,15.38
8,4,21.42
32,8,19.49
16,7,22.22
32,4,0
8,2,0
4,1,0
4,1,0
4,1,0
16,8,2.85
16,5,13.33
32,2,13.15
4,1,0
4,1,0
4,1,0
32,3,2.22
8,7,7.14
16,5,20.83
8,2,15.38
8,3,0
8,2,12.50
4,1,0
32,6,7.79
4,1,0
4,2,16.66
8,1,0
4,1,0
8,5,14.28
8,7,7.14
4,1,0
8,1,0
8,2,15.38
4,1,0
8,4,0
16,8,12.50
8,1,0
4,1,0
4,1,0
8,2,14.28
4,1,0
8,7,7.14
4,1,0
128,6,18.04
4,1,0
4,1,0
4,1,0
16,3,21.42
8,3,11.11
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
32,5,23.23
8,2,15.38
32,2,11.49
4,1,0
8,1,0
16,2,10.81
8,1,0
16,3,10.52
4,1,0
4,1,0
16,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
8,2,0
4,1,0
32,2,8.21
4,1,0
8,3,18.18
8,3,18.18
8,1,0
8,1,0
8,1,0
64,10,15.88
16,2,15.15
4,1,0
8,7,7.14
16,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,5,14.28
4,1,0
8,4,0
64,11,24.62
16,3,14.28
16,1,0
8,1,0
16,1,0
16,2,0
16,8,0
8,4,0
4,1,0
16,4,12.76
8,3,11.76
16,4,18.18
8,3,11.11
8,2,14.28
16,4,16.98
32,9,14.92
8,3,18.75
16,4,20.00
8,4,21.42
4,1,0
8,3,20.00
8,2,-10.00
16,1,0
16,1,0
4,1,0
8,4,18.75
8,5,0
8,3,12.50
16,1,0
8,6,0
8,5,8.33
8,4,-6.25
8,5,0
8,4,0
8,4,0
16,1,0
4,1,0
8,6,14.28
8,5,21.42
16,5,10.60
16,2,15.15
4,3,0
16,9,8.69
4,1,0
16,6,22.34
8,3,6.25
16,6,16.17
4,3,0
16,6,14.63
8,6,0
8,5,0
4,1,0
4,2,16.66
4,1,0
8,6,7.14
4,1,0
4,1,0
64,14,20.16
32,2,8.21
8,5,8.33
8,5,0
8,1,0
4,1,0
4,1,0
4,2,0
8,2,15.38
8,1,0
4,2,16.66
8,2,13.33
32,2,-2.63
8,1,0
16,1,0
8,6,7.14
4,1,0
8,2,14.28
16,4,7.14
8,3,0
8,3,13.33
8,1,0
8,2,14.28
4,1,0
4,1,0
4,1,0
4,2,0
4,1,0
4,1,0
4,1,0
8,1,0
8,2,14.28
16,1,0
16,1,0
8,1,0
4,1,0
16,1,0
4,2,16.66
32,4,17.53
4,1,0
4,1,0
4,1,0
4,1,0
16,2,10.81
4,1,0
4,1,0
4,1,0
8,1,0
64,2,-2.36
4,1,0
16,1,0
512,15,27.11
32,1,0
32,2,8.21
8,3,0
4,1,0
8,4,21.42
4,1,0
8,3,18.18
16,4,8.62
4,2,0
256,10,17.77
4,1,0
8,5,0
4,1,0
8,5,8.33
8,3,18.18
4,1,0
16,6,20.00
4,1,0
16,1,0
8,4,21.42
8,4,21.42
8,4,10.00
4,1,0
32,3,11.96
32,2,-23.07
16,1,0
8,1,0
16,1,0
8,4,9.09
8,4,21.42
8,3,18.18
4,1,0
4,1,0
8,1,0
4,1,0
8,3,18.18
8,1,0
8,1,0
16,1,0
16,3,-2.63
4,1,0
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
64,1,0
4,1,0
32,2,11.49
16,1,0
8,1,0
4,1,0
16,4,20.31
16,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
4,1,0
16,1,0
512,4,17.28
8,1,0
8,1,0
4,1,0
16,1,0
8,1,0
4,1,0
8,1,0
16,1,0
16,2,12.12
4,1,0
16,1,0
16,3,-2.63
4,2,16.66
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
16,1,0
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
4,1,0
8,1,0
4,1,0
8,1,0
4,1,0
16,1,0
16,1,0
128,3,16.77
16,1,0
4,1,0
4,1,0
16,3,5.12
4,1,0
4,1,0
16,1,0
4,1,0
8,1,0
16,1,0
16,1,0
8,2,15.38
8,1,0
8,1,0
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
16,1,0
16,1,0
4,1,0
4,1,0
16,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
4,1,0
16,1,0
16,1,0
16,1,0
128,7,21.21
128,10,20.61
4,1,0
32,4,21.05
64,6,1.94
16,3,5.71
16,1,0
32,4,17.56
4,1,0
8,1,0
32,4,-15.68
32,5,7.50
4,1,0
32,4,16.90
4,1,0
4,1,0
32,5,18.18
16,1,0
4,1,0
8,2,13.33
32,4,16.45
4,1,0
8,1,0
8,1,0
4,1,0
16,1,0
4,1,0
8,1,0
4,1,0
8,1,0
16,1,0
4,1,0
32,6,7.77
4,1,0
128,16,15.68
4,1,0
16,3,18.36
8,2,0
16,3,12.50
64,2,5.85
4,1,0
8,4,10.00
256,19,19.35
4,1,0
8,4,11.76
8,1,0
4,1,0
8,2,13.33
256,19,18.36
8,2,12.50
16,9,16.66
128,12,15.40
128,14,13.15
8,7,0
4,1,0
8,5,8.33
8,1,0
8,1,0
8,1,0
32,3,8.73
16,4,8.00
16,5,19.64
4,1,0
16,4,5.55
256,20,21.67
32,2,-23.07
64,6,11.73
8,6,0
16,4,8.00
4,1,0
8,2,0
4,1,0
8,1,0
16,1,0
8,2,13.33
8,1,0
8,1,0
4,1,0
4,1,0
4,1,0
8,1,0
8,2,0
16,1,0
16,4,15.00
4,1,0
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
16,2,0
8,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
8,1,0
32,3,21.48
32,4,23.45
4,1,0
16,3,22.00
8,1,0
4,1,0
4,1,0
8,1,0
16,3,13.95
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
8,1,0
8,2,0
16,2,12.50
16,3,17.30
4,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
8,1,0
4,1,0
4,1,0
16,2,11.11
8,1,0
8,1,0
4,1,0
32,1,0
16,1,0
8,2,0
16,2,12.50
4,1,0
4,1,0
16,1,0
16,1,0
16,1,0
8,1,0
8,1,0
4,1,0
32,1,0
16,2,12.50
4,1,0
256,11,14.51
8,1,0
4,1,0
4,1,0
8,1,0
256,12,14.74
8,1,0
256,18,20.91
4,1,0
4,1,0
8,2,15.38
4,1,0
4,1,0
16,1,0
256,13,16.88
256,17,20.95
4,1,0
8,1,0
8,1,0
16,2,12.50
8,1,0
4,1,0
8,1,0
16,1,0
4,1,0
8,1,0
4,1,0
4,1,0
16,2,11.11
8,2,0
4,1,0
8,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,2,12.50
4,1,0
8,1,0
16,1,0
8,1,0
16,1,0
4,1,0
4,1,0
16,1,0
8,1,0
8,1,0
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,2,0
8,1,0
16,1,0
8,1,0
4,1,0
8,1,0
4,1,0
8,1,0
8,1,0
4,1,0
8,1,0
8,1,0
4,2,16.66
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
32,2,11.59
8,1,0
8,2,12.50
4,1,0
16,1,0
4,1,0
32,2,7.50
4,1,0
4,1,0
16,2,12.12
16,1,0
8,2,0
16,2,11.11
16,1,0
4,1,0
16,1,0
8,1,0
4,1,0
8,1,0
16,1,0
8,1,0
16,1,0
4,1,0
8,1,0
4,1,0
16,1,0
16,1,0
8,1,0
4,1,0
8,2,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
16,2,11.11
16,1,0
4,1,0
4,1,0
8,1,0
512,6,5.59
8,1,0
8,1,0
8,1,0
16,1,0
4,1,0
4,1,0
8,2,0
8,1,0
16,1,0
4,1,0
8,1,0
16,1,0
16,1,0
16,2,13.33
16,1,0
32,1,0
32,2,10.12
4,1,0
16,1,0
8,1,0
8,1,0
128,3,16.30
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
4,2,16.66
16,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
16,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
8,1,0
4,1,0
8,2,0
8,1,0
4,1,0
4,1,0
8,1,0
4,1,0
8,1,0
4,1,0
4,1,0
8,1,0
4,1,0
16,1,0
4,1,0
4,1,0
4,1,0
16,1,0
4,1,0
8,1,0
8,1,0
8,1,0
4,1,0
8,1,0
4,1,0
8,1,0
8,1,0
128,4,21.24
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
4,1,0
4,1,0
8,1,0
32,1,0
16,1,0
8,1,0
64,3,20.49
4,1,0
4,1,0
16,1,0
8,1,0
8,1,0
8,1,0
512,17,13.38
4,1,0
512,21,21.59
32,1,0
16,1,0
4,1,0
4,1,0
8,1,0
256,13,22.10
8,1,0
16,1,0
32,3,-8.57
8,1,0
4,1,0
8,1,0
8,1,0
512,16,24.71
4,1,0
16,1,0
32,2,7.50
4,1,0
8,1,0
4,1,0
16,1,0
8,1,0
4,1,0
16,1,0
16,1,0
4,1,0
8,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
8,1,0
16,1,0
8,1,0
8,1,0
4,1,0
4,1,0
32,2,-7.69
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
16,1,0
4,1,0
16,1,0
8,1,0
8,1,0
8,1,0
4,1,0
128,4,14.46
16,1,0
128,7,21.66
32,1,0
64,2,10.63
16,2,0
8,1,0
4,1,0
4,1,0
8,1,0
16,2,0
4,1,0
16,1,0
4,1,0
4,2,0
4,1,0
8,1,0
8,1,0
8,1,0
4,1,0
16,1,0
16,1,0
4,1,0
8,1,0
8,1,0
4,1,0
8,1,0
4,1,0
8,1,0
64,1,0
8,2,14.28
8,1,0
4,1,0
4,1,0
8,1,0
16,1,0
8,1,0
4,1,0
4,1,0
8,1,0
16,1,0
4,1,0
8,1,0
8,1,0
8,1,0
16,1,0
4,1,0
64,3,-9.13
4,1,0
4,2,0
256,13,20.14
512,20,18.37
16,2,-8.33
16,1,0
8,1,0
8,1,0
8,2,14.28
8,1,0
8,4,0
8,2,0
8,1,0
8,1,0
8,1,0
16,1,0
4,1,0
8,1,0
4,1,0
8,1,0
4,4,0
8,4,0
4,1,0
8,1,0
8,1,0
4,1,0
16,1,0
512,19,24.16
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
8,1,0
8,1,0
16,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
16,1,0
4,1,0
4,1,0
4,1,0
8,1,0
256,7,21.36
16,1,0
8,1,0
16,1,0
4,1,0
4,1,0
8,1,0
4,1,0
16,1,0
4,1,0
16,1,0
4,1,0
8,1,0
16,1,0
16,1,0
4,1,0
8,1,0
8,2,0
4,1,0
8,1,0
4,1,0
8,1,0
8,1,0
4,1,0
16,1,0
8,1,0
8,1,0
4,1,0
16,1,0
8,1,0
16,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
4,1,0
8,1,0
4,1,0
16,1,0
4,1,0
8,1,0
4,1,0
16,1,0
8,1,0
4,1,0
4,1,0
16,1,0
8,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
16,1,0
8,1,0
512,6,2.80
4,1,0
16,1,0
16,1,0
4,1,0
8,1,0
8,1,0
8,2,0
16,1,0
16,2,8.33
16,1,0
16,2,12.12
32,1,0
16,1,0
8,1,0
16,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
128,7,19.72
4,1,0
8,1,0
32,1,0
64,7,12.74
4,1,0
4,1,0
4,1,0
4,1,0
128,2,9.54
8,1,0
4,1,0
16,1,0
4,1,0
4,1,0
4,2,0
4,1,0
4,1,0
16,2,5.71
8,1,0
8,1,0
4,1,0
4,1,0
8,1,0
128,5,9.13
8,1,0
16,1,0
128,6,23.56
32,1,0
32,1,0
16,1,0
32,1,0
32,1,0
8,1,0
16,1,0
8,1,0
4,1,0
4,1,0
8,1,0
16,2,13.15
32,1,0
4,1,0
16,1,0
8,1,0
8,1,0
4,1,0
16,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
16,1,0
8,1,0
8,1,0
8,1,0
64,3,6.48
4,1,0
16,1,0
16,2,13.33
4,1,0
16,1,0
4,1,0
8,1,0
16,1,0
4,2,0
16,2,-27.27
4,1,0
8,1,0
4,1,0
4,1,0
8,1,0
16,2,0
4,1,0
8,1,0
8,1,0
4,1,0
4,1,0
8,1,0
16,1,0
16,1,0
8,1,0
4,1,0
4,1,0
4,1,0
64,1,0
8,1,0
8,1,0
8,1,0
64,3,16.48
4,2,0
4,1,0
256,11,20.52
8,1,0
32,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
4,1,0
8,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
16,1,0
16,1,0
32,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
4,2,0
8,1,0
8,1,0
8,1,0
32,1,0
32,1,0
8,1,0
4,1,0
8,1,0
16,2,13.33
8,1,0
4,1,0
8,1,0
4,1,0
8,1,0
32,1,0
8,1,0
16,1,0
4,1,0
8,1,0
128,5,17.46
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
32,1,0
4,1,0
8,1,0
16,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
64,3,-7.57
8,1,0
4,1,0
4,1,0
4,1,0
4,2,0
32,1,0
8,1,0
4,1,0
64,4,9.23
4,1,0
8,1,0
4,1,0
4,1,0
16,1,0
8,1,0
8,1,0
16,1,0
16,1,0
4,1,0
16,1,0
64,4,5.12
4,1,0
16,1,0
8,1,0
4,1,0
32,1,0
16,1,0
8,3,18.18
256,11,21.65
256,12,23.34
16,6,20.83
8,1,0
4,3,0
4,2,16.66
32,1,0
8,4,10.00
16,2,13.33
4,2,0
16,1,0
4,1,0
8,1,0
16,4,7.69
16,1,0
4,1,0
16,1,0
4,1,0
16,1,0
8,1,0
8,1,0
4,1,0
4,1,0
4,1,0
16,1,0
8,1,0
32,1,0
4,1,0
8,1,0
8,1,0
16,1,0
4,1,0
8,1,0
16,1,0
8,1,0
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
16,1,0
4,1,0
16,2,12.12
16,1,0
16,1,0
8,1,0
4,1,0
8,1,0
8,1,0
4,1,0
8,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
16,1,0
16,1,0
4,1,0
16,2,10.81
16,4,17.24
4,1,0
4,3,0
4,1,0
4,1,0
4,1,0
